label,text,trainable_data
1,"['canada', 'and', 'western', 'canada', 'needs', 'to', 'quadruple', 'energy', 'production', 'from', 'use', 'of', 'uranium', 'in', 'cdn', 'nuclear', 'power', 'plants', 'thus', 'reducing', 'the', 'amount', 'of', 'co2', 'into', 'the', 'atmosphere', '.', 'for', 'the', 'next', '200', 'yrs', 'until', 'solar', ',', 'wind', 'and', 'geothermal', 'can', 'catch-up', 'with', 'low', 'costs', 'and', 'more', 'efficient', '.', 'wind', 'turbines', 'and', 'solar', 'panel', 'cover', 'and', 'take', 'soil', 'out', 'of', 'food', 'production', ',', 'so', 'panels', 'are', 'not', 'the', 'full', 'answer', '.', 'wind', 'turbines', 'kill', 'flying', 'animals', '.', 'nuclear', 'power', 'plants', 'do', 'not', 'and', 'does', 'not', 'take', 'much', 'land', 'out', 'of', 'food', 'production', 'per', 'kilowatt', 'compared', 'to', 'solar', 'and', 'wind', '.']",canada western canada need quadruple energy production use uranium cdn nuclear power plant thus reduce amount atmosphere next yr solar wind geothermal low cost efficient wind turbine solar panel cover take soil food production panel full answer wind turbine kill fly animal nuclear power plant take much land food production per kilowatt compare solar wind
0,"['i', 'just', 'ca', ""n't"", 'see', 'how', 'wind', 'and', 'solar', 'will', 'ever', 'catch', 'up', 'for', 'two', 'straightforward', 'reasons', ':', 'both', 'are', 'far', 'too', 'diffuse', 'and', 'there', ""'s"", 'no', 'way', 'to', 'make', 'significant', 'improvements', 'in', 'the', 'energy', 'harvesting', 'efficiencies', '.', 'secondly', ',', 'and', 'most', 'importantly', ',', 'their', 'intermittency', 'requires', 'major', 'buffering', 'to', 'get', 'that', 'harvested', 'power', 'to', 'where', 'and', 'when', 'that', 'power', 'is', 'being', 'demanded', '.', 'there', ""'s"", 'no', 'way', 'that', 'intermittently-used', 'transmission', 'facilities', 'can', 'be', 'cost-justified', 'and', 'the', 'resource', 'demands', 'for', 'storage', 'would', 'require', 'a', 'major', 'chunk', 'of', 'gdp', 'to', 'build', 'and', 'maintain', '.', 'nuclear', 'is', 'the', 'future', 'and', 'the', 'sooner', 'we', 'realize', 'that', ',', 'the', 'better', 'off', 'our', 'children', 'and', 'their', 'children', 'will', 'be', '.']",ca see wind solar ever catch two straightforward reason far diffuse way make significant improvement energy harvest efficiency secondly importantly intermittency require major buffer get harvested power power demand way transmission facility resource demand storage would require major chunk gdp build maintain nuclear future sooner realize good child child
1,"['keep', 'continue', 'producing', 'oil', 'and', 'gas', ',', 'building', 'pipelines', 'east', ',', 'west', ',', 'south', ',', 'develop', 'our', 'natural', 'resources', 'freely', 'without', 'minimal', 'government', 'regulations', '.', 'this', 'will', 'keep', 'our', 'energy', 'cost', 'low', ',', 'create', 'jobs', 'and', 'everyone', 'will', 'benefit', '.', 'the', 'reason', 'we', 'are', 'rich', 'today', 'is', 'because', 'of', 'low', 'cost', 'energy', '.', 'if', 'we', 'increase', 'the', 'cost', 'of', 'energy', 'we', 'just', 'get', 'poor', 'with', 'absolute', 'no', 'future', '.', 'canada', ""'s"", 'climate', 'goals', 'are', 'false', 'and', 'misleading', 'the', 'public', 'who', 'has', 'absolute', 'no', 'idea', 'what', 'is', 'energy', ',', 'what', 'is', 'it', 'used', 'for', 'and', 'where', 'it', 'can', 'come', 'from', '.', 'there', 'are', 'no', 'political', ',', 'scientific', ',', 'or', 'religious', 'reasons', 'to', 'do', 'anything', 'with', 'the', 'climate', '.', 'the', 'earth', 'is', '4.6', 'billion', 'years', 'old', '....', 'and', 'its', 'climate', 'has', 'been', 'changing', 'since', 'then', '.', 'earth', 'is', 'in', 'control', ',', 'we', 'can', 'only', 'adopt', '.', 'compared', 'to', 'the', '4.6', 'billion', 'years', ',', 'i', 'just', 'say', 'a', 'small', 'number', '10', 'million', ',', 'or', 'no', ',', 'lets', 'say', '1', 'million', '.', 'could', 'someone', 'tell', 'me', 'what', 'would', 'be', 'the', 'impact', 'of', 'the', 'measures', 'the', 'present', 'government', 'wants', 'to', 'introduce', 'in', '1', 'million', 'years', 'from', 'now', '?', '(', 'the', 'right', 'answer', 'is', ':', 'absolutely', 'nothing', '!', ')']",keep continue produce oil gas build pipeline east west south develop natural resource freely without minimal government regulation keep energy cost low create job everyone benefit reason rich today low cost energy increase cost energy get poor absolute future canada climate goal false mislead public absolute idea energy use come political scientific religious reason anything climate earth billion year old climate change since earth control adopt compare billion year say small number million let say million could someone tell would impact measure present government want introduce million year right answer absolutely nothing
0,"['absolutely', 'wrong', '.']",absolutely wrong
0,"['keep', 'developing', 'the', 'fossil', 'fuel', 'resources', 'we', 'have', '.', 'keep', 'our', 'energy', 'costs', 'low', '!', 'do', 'not', 'destroy', 'our', 'economy', 'by', 'wasting', 'money', 'and', 'tax', 'dollars', 'on', 'inefficient', 'renewable', 'energy', 'projects', '.', 'our', 'contribution', 'to', 'global', 'co2', 'is', 'negligible', '.', 'let', ""'s"", 'embrace', 'that', 'fact', '!']",keep develop fossil fuel resource keep energy cost low destroy economy waste money tax dollar inefficient renewable energy project contribution global negligible let embrace fact
1,"['industry', 'challenge', 'one', 'of', 'the', 'key', 'challenges', 'to', 'the', 'rate', 'of', 'growth', 'of', 'the', 'bioenergy', 'industry', 'in', 'canada', 'is', 'that', 'risks', 'associated', 'with', 'biomass', 'supply', 'chains', 'are', 'not', 'well', 'understood', '.', 'while', 'concerns', 'about', 'technology', ',', 'construction', ',', 'and', 'offtake', 'have', 'clear', 'paths', 'to', 'resolution', ',', 'at', 'present', 'there', 'are', 'no', 'established', 'protocols', ',', 'standards', ',', 'or', 'even', 'recognized', 'industry', 'best', 'practices', 'that', 'developers', ',', 'investors', ',', 'commercial', 'lenders', ',', 'insurance', 'companies', 'and', 'rating', 'agencies', 'can', 'utilize', 'and', 'rely', 'upon', 'to', 'empirically', 'demonstrate', 'supply', 'chain', 'risk', '.', 'in', 'the', 'bioenergy', 'field', ',', 'certification', 'processes', 'and', 'standards', 'have', 'been', 'recently', 'developed', 'with', 'regard', 'to', 'pellet', 'quality', '.', 'standards', 'help', 'create', 'a', 'lingua', 'franca', 'among', 'suppliers', 'and', 'buyers', 'and', 'create', 'market', 'efficiencies', '-', 'efficiencies', 'that', 'have', 'been', 'key', 'to', 'the', 'growth', 'the', 'canadian', 'export', 'pellet', 'industry', 'in', 'recent', 'years', '.', 'however', ',', 'a', 'properly', 'standardized', ',', 'recognized', 'and', 'accepted', 'risk-based', 'methodology', 'and', 'tool', 'set', 'to', 'assess', 'bioenergy', 'supply', 'chain', 'risks', 'under', 'varying', 'economic', ',', 'technical', 'and', 'climatic', 'scenarios', 'has', 'not', 'yet', 'been', 'developed', '.', 'the', 'lack', 'of', 'a', 'standardized', 'and', 'recognized', 'approach', '(', 'consisting', 'of', 'standards', ',', 'methodologies', 'and', 'tools', ')', 'means', 'that', 'bioenergy', 'stakeholders', 'are', 'independently', 'using', 'inconsistent', 'approaches', 'and', 'evaluation', 'criteria', ',', 'leading', 'to', 'unreliable', 'assessments', 'of', 'project', 'risks', '.', 'unclear', 'understanding', 'of', 'risk', 'also', 'results', 'in', 'lower', 'credit', 'ratings', 'for', 'bioenergy', 'projects', ':', 'most', 'are', 'saddled', 'with', 'bbb', 'minus', 'ratings', 'or', 'less', '(', 'junk', 'bond', 'territory', ')', '.', 'this', 'results', 'in', 'significant', 'project', 'financing', 'barriers', 'for', 'canadian', 'bioenergy', 'projects', 'and', 'in', 'millions', 'of', 'dollars', 'of', '“', 'financial-drag', '”', 'on', 'the', 'projects', 'that', 'are', 'eventually', 'built', ':', 'projects', 'that', 'are', 'burdened', 'with', 'financing', 'and', 'debt', 'cost', 'up', 'to', '150', 'to', '500', 'basis', 'points', 'higher', 'than', 'might', 'otherwise', 'have', 'been', 'required', '.', 'stern', 'brothers', ',', 'a', 'leading', 'investment', 'bank', 'facilitating', 'project', 'financing', 'for', 'the', 'renewable', 'energy', 'industry', ',', 'confirms', 'that', 'this', 'is', 'a', 'key', 'challenge', 'inhibiting', 'bioenergy', 'expansion', '.', 'a', 'solution', 'to', 'this', 'problem', 'lies', 'in', 'creating', 'an', 'established', 'protocol', 'or', 'set', 'of', 'standards', 'that', 'gives', 'credit', 'agencies', 'and', 'commercial', 'lenders', 'a', 'common', 'approach', 'and', 'lingua', 'franca', 'when', 'attempting', 'to', 'price', 'feedstock', 'risk', '.', 'to', 'the', 'extent', 'that', 'standards', 'and', 'protocols', 'are', 'established', 'to', 'help', 'capital', 'markets', 'better', 'understand', 'and', 'price', 'the', 'risks', 'inherent', 'in', 'biomass', 'supply', 'chains', ',', 'capital', 'will', 'flow', 'more', 'easily', 'to', 'the', 'projects', 'seeking', 'funding', ',', 'and', 'the', 'rate', 'of', 'bioenergy', 'project', 'development', 'in', 'the', 'canada', 'will', 'increase', '.', 'objectives', 'the', 'primary', 'objective', 'of', 'this', 'project', 'is', 'to', 'develop', 'a', 'framework', 'of', 'standards', 'and', 'certification', 'protocols', 'to', 'allow', 'companies', 'in', 'the', 'biomass', 'sector', 'to', 'clearly', 'demonstrate', 'the', 'risk', 'of', 'their', 'feedstock', 'supply', 'chain', '.', 'the', 'quantitative', 'risk', 'assessment', 'architecture', 'will', 'provide', 'the', 'framework', 'for', 'development', 'of', 'a', 'set', 'of', 'standards', ',', 'indicators', ',', 'guidelines', ',', 'and', 'recommended', 'methods', 'and', 'tools', 'to', 'quantify', 'supply', 'chain', 'risks', 'and', 'to', 'rank', 'and', 'rate', 'those', 'risks', 'on', 'an', 'objective', 'and', 'accepted', 'scale', '.', 'targets/milestones', 'the', 'architecture', 'to', 'assess', 'biomass', 'supply', 'chain', 'risk', 'will', 'include', ',', '(', '1', ')', 'a', 'set', 'of', 'proposed', 'standards', 'and', 'definitions', 'to', 'assess', 'the', 'different', 'types', 'of', 'risk', 'that', 'affect', 'biomass', 'supply', 'chains', 'and', '(', '2', ')', 'a', 'suite', 'of', 'methods', 'and', 'tools', 'that', 'can', 'be', 'used', 'to', 'quantitatively', 'assess', 'and', 'rank', 'those', 'risks', 'by', 'probability', 'and', 'consequence', '.', 'impacts', 'and', 'outcomes', 'the', 'project', 'outcome', 'will', 'be', 'a', 'published', 'and', 'validated', 'framework', 'of', 'standards', 'and', 'a', 'certification', 'protocol', 'that', 'will', 'provide', 'the', 'major', 'credit', 'rating', 'agencies', ',', 'commercial', 'lenders', ',', 'and', 'bioenergy', 'investors', 'with', 'a', 'common', 'and', 'recognized', 'means', 'to', 'evaluate', 'and', 'quantify', 'the', 'supply', 'chain', 'risks', 'of', 'canadian', 'bioenergy', 'projects', '.', 'the', 'impact', 'of', 'this', 'project', 'is', 'accretive', 'and', 'immediately', 'transferable', 'across', 'the', 'full', 'spectrum', 'of', 'the', 'bio-based', 'industries', ':', 'the', 'benefits', 'will', 'impact', 'bioenergy', ',', 'advanced', 'biofuels', ',', 'bio-based', 'heat', 'and', 'power', ',', 'and', 'pellet', 'production', ',', 'among', 'others', '.', 'the', 'standardized', 'and', 'certified', 'risk', 'assessment', 'process', 'will', 'reduce', 'the', 'level', 'of', 'uncertainty', 'that', 'is', 'currently', 'a', 'main', 'cause', 'of', 'low', 'bioenergy', 'project', 'credit', 'ratings', 'and', 'higher', 'commercial', 'debt', 'costs', '.', 'by', 'so', 'doing', ',', 'it', 'will', 'unlock', 'significant', 'development', 'potential', 'in', 'the', 'bioenergy', 'space', 'and', 'increase', 'the', 'rate', 'of', 'development', 'of', 'bioenergy', 'projects', 'in', 'north', 'america', '.']",industry challenge one key challenge rate growth bioenergy industry canada risk associate biomass supply chain well understood concern technology construction offtake clear path resolution present established protocol standard even recognize industry best practice developer investor commercial lender insurance company rating agency utilize rely upon empirically demonstrate supply chain risk bioenergy field certification process standard recently develop regard pellet quality standard help create lingua franca among supplier buyer create market efficiency efficiency key growth canadian export pellet industry recent year however properly standardize recognize accept methodology tool set assess bioenergy supply chain risk vary economic technical climatic scenario yet develop lack standardized recognize approach consist standard methodology tool mean bioenergy stakeholder independently use inconsistent approach evaluation criterion lead unreliable assessment project risk unclear understanding risk also result low credit rating bioenergy project saddle bbb minus rating less junk bond territory result significant project finance barrier canadian bioenergy project million dollar project eventually build project burden financing debt cost basis point higher might otherwise require stern brother leading investment bank facilitate project financing renewable energy industry confirm key challenge inhibit bioenergy expansion solution problem lie create establish protocol set standard give credit agency commercial lender common approach lingua franca attempt price feedstock risk extent standard protocol establish help capital market well understand price risk inherent biomass supply chain capital flow easily project seek funding rate bioenergy project development canada increase objectives primary objective project develop framework standard certification protocol allow company biomass sector clearly demonstrate risk feedstock supply chain quantitative risk assessment architecture provide framework development set standard indicator guideline recommend method tool quantify supply chain risk rank rate risk objective accepted scale architecture assess biomass supply chain risk include set proposed standard definition assess different type risk affect biomass supply chain suite method tool use quantitatively assess rank risk probability consequence impact outcomes project outcome publish validate framework standard certification protocol provide major credit rating agency commercial lender bioenergy investor common recognized mean evaluate quantify supply chain risk canadian bioenergy project impact project accretive immediately transferable across full spectrum industry benefit impact bioenergy advanced biofuels heat power pellet production among others standardized certified risk assessment process reduce level uncertainty currently main cause low bioenergy project credit rating high commercial debt cost unlock significant development potential bioenergy space increase rate development bioenergy project north america
0,"['interesting', 'approach', 'to', 'provide', 'lower', 'cost', 'finance', '.', 'how', 'does', 'this', 'work', 'with', 'existing', 'forest', 'tenures', 'for', 'example', '?', 'do', ""n't"", 'we', 'need', 'some', 'sort', 'of', 'widely-available', 'biomass', 'production', 'industry', '.', 'for', 'example', ',', 'getting', 'dry', 'wood', 'chips', 'for', 'heating', 'in', 'smaller', 'boilers']",interest approach provide low cost finance work exist forest tenure example need sort biomass production industry example get dry wood chip heat small boiler
1,"['lets', 'recognize', 'that', 'we', 'are', 'not', 'the', 'problem', 'and', 'put', 'our', 'economy', 'back', 'on', 'track', 'to', 'not', 'implode', '.', 'it', 'is', 'astonishingly', 'arrogant', 'to', 'believe', 'mankind', 'has', 'any', 'real', 'impact', 'on', 'global', 'climate', 'change', '.', 'lets', 'focus', 'on', 'real', 'problems', 'like', 'plastic', 'proliferation', 'and', 'quit', 'chasing', 'this', 'ridiculous', 'co2', 'boogeyman', 'quit', 'importing', 'oil', 'from', 'countries', 'which', 'abuse', 'the', 'environment', 'and', 'their', 'people', 'and', 'secure', 'our', 'energy', 'supply']",let recognize problem put economy back track implode astonishingly arrogant believe mankind real impact global climate change let focus real problem like plastic proliferation quit chasing ridiculous boogeyman quit importing oil country abuse environment people secure energy supply
0,"['can', 'you', 'explain', 'why', 'co2', 'is', 'not', 'the', 'problem', '?']",explain problem
0,"['co2', 'is', 'not', 'the', 'only', 'driver', 'of', 'climate', 'change', '.', 'currently', ',', 'we', ""'re"", 'shooting', 'for', 'something', 'like', '350ppmv', 'in', 'our', 'atmosphere', 'and', 'there', 'were', 'times', 'in', 'the', 'past', 'when', 'it', 'was', 'over', '5,000ppmv', '......', 'and', 'interestingly', ',', 'there', 'were', 'ice', 'ages', 'when', 'the', 'co2', 'was', 'highest', ',', 'but', 'solar', 'activity', 'was', 'also', 'less', 'back', 'then', '.', 'we', 'have', 'been', 'in', 'an', 'interglacial', '(', 'warming', ')', 'period', 'for', 'the', 'past', '11,000', 'yrs', 'or', 'so', '.......', 'so', 'we', 'should', ""n't"", 'be', 'surprised', 'that', 'our', 'climate', 'is', 'warmer', '.', 'real', 'challenge', 'is', 'to', 'decide', 'if', 'humans', 'are', 'the', 'sole', 'cause', 'and', 'can', 'have', 'any', 'impact', ',', 'or', 'if', 'the', 'climate', 'will', 'still', 'warm', 'regardless', '.', 'anyway', '.......', 'no', 'matter', 'what', 'you', 'think', ',', 'there', 'are', 'some', 'huge', 'business', 'opportunities', '.....', 'like', 'moving', 'entire', 'cities', 'away', 'from', 'coasts', '....', 'always', 'a', 'silver', 'lining', '!']",driver climate change currently shoot something like atmosphere time past interestingly ice age high solar activity also less back interglacial warm period past yr surprise climate warm real challenge decide human sole cause impact climate still warm regardless anyway matter think huge business opportunity like move entire city away coast always silver lining
0,"['climate', 'change', 'is', 'real', 'and', 'has', 'been', 'happening', 'for', 'billions', 'of', 'years', '.', 'we', 'have', 'had', 'numerous', 'warm', 'periods', 'followed', 'by', 'ice', 'ages', '.']",climate change real happen billion year numerous warm period follow ice age
1,"['i', 'support', 'the', 'oil', 'and', 'gas', 'industries', 'to', 'create.more', 'job', 'our', 'country', '..', 'and', 'to', 'make', 'sure', 'environment', 'safety', 'too', '..', 'you', 'knw', 'wht', 'canada', 'needs', 'nw', 'international', 'market', 'to', 'export', 'our', 'natural', 'resources', '..', 'we', 'sick', 'and', 'tayer', 'only', 'one', 'market', 'in', 'usa', 'we', 'do', ""n't"", 'knw', 'wht', 'happen', 'in', 'the', 'near', 'future', '..', 'therefore', 'we', 'ca', ""n't"", 'trust', 'only', 'one', 'market', 'we', 'need', 'to', 'export', 'the', 'oil', 'and', 'gas', 'over', 'the', 'world', '..', 'i', 'really', 'support', 'been.more', 'productive', 'our', 'natural', 'resources', 'thanks', 'a', 'lot']",support oil gas industry job country make sure environment safety knw wht canada need nw international market export natural resource sick tayer one market usa knw wht happen near future therefore ca trust one market need export oil gas world really support productive natural resource thank lot
1,"['most', 'of', 'our', 'energy', 'is', 'used', 'as', 'heat', '.', 'shifting', 'over', 'to', 'electricity', 'would', 'require', 'a', 'near', 'quadrupling', 'of', 'electricity', '.', 'because', 'heat', 'demand', 'is', 'seasonal', ',', 'this', 'infrastructure', 'would', 'not', 'be', 'used', 'most', 'of', 'the', 'time', ',', 'leading', 'to', 'high', 'energy', 'costs', '.', 'what', 'makes', 'more', 'sense', 'in', 'converting', 'local', 'natural', 'gas', 'systems', 'to', 'hydrogen', '.', 'this', 'way', 'the', 'carbon', 'dioxide', 'created', 'by', 'fossil', 'or', 'biomass', 'could', 'be', 'captured', 'while', 'providing', 'cost-effective', 'low', 'carbon', 'energy', '.', 'it', 'is', 'far', 'easier', 'to', 'capture', 'co2', 'centrally', 'than', 'at', 'every', 'household', '.', 'this', 'approach', 'is', 'being', 'considered', 'in', 'the', 'uk', ',', 'where', 'the', 'city', 'of', 'leeds', 'is', 'seriously', 'looking', 'at', 'converting', 'its', 'gas', 'network', 'to', 'hydrogen', '.', 'shipping', 'a', 'gas', 'through', 'a', 'pipeline', 'is', 'far', 'cheaper', 'than', 'electricity', '.', 'furthermore', ',', 'hydrogen', 'is', 'fuel', 'agnostic', 'enhancing', 'energy', 'system', 'resilience', 'and', 'sustainibility', '.', 'additionally', ',', 'the', 'hydrogen', 'grid', 'would', 'help', 'store', 'surplus', 'renewable', 'electricity', 'over', 'longer', 'periods', ',', 'making', 'wind', 'and', 'solar', 'energy', 'more', 'feasible', '.', 'the', 'flexibility', 'of', 'a', 'hydrogen', 'grid', 'also', 'means', 'fossil', 'fuels', 'could', 'be', 'decarbonized', 'such', 'as', 'coal', ',', 'petcoke', ',', 'natural', 'gas', 'and', 'others', '.', 'finally', ',', 'the', 'hydrogen', 'could', 'also', 'be', 'used', 'in', 'fuel', 'cell', 'cars', 'and', 'other', 'h2', 'vehicles', 'if', 'the', 'develop', '.']",energy use heat shift electricity would require near quadrupling electricity heat demand seasonal infrastructure would use time lead high energy cost make sense convert local natural gas system hydrogen way carbon dioxide create fossil biomass could capture provide low carbon energy far easy capture centrally every household approach consider uk city leeds seriously look convert gas network hydrogen ship gas pipeline far cheap electricity furthermore hydrogen fuel agnostic enhance energy system resilience sustainibility additionally hydrogen grid would help store surplus renewable electricity long period make wind solar energy feasible flexibility hydrogen grid also mean fossil fuel could decarbonize coal petcoke natural gas others finally hydrogen could also use fuel cell car vehicle develop
0,"['the', 'same', 'technology', 'that', 'we', 'developed', 'to', 'make', 'sagd', 'production', 'of', 'bitumen', 'co2', 'emisisons', 'free', 'can', 'also', 'be', 'used', 'with', 'coal', 'and', 'natural', 'gas', '.', 'if', 'you', 'are', 'interested', 'check', 'my', 'linkedin', 'profile', 'www.linkedin.com/in/richard-hood-b150b5129', '.', 'see', 'the', 'post', 'entitled', '``', 'asphaltene', 'stream', 'produces', '26.3', '%', 'lower', 'co2', 'than', 'coal', 'and', '46', '%', 'more', 'that', 'natural', 'gas', ',', 'but', 'all', 'three', 'are', 'zero', 'with', 'flue', 'gas', 'sequestration', '.', ""''"", 'it', 'shows', 'a', 'graph', 'of', 'the', 'co2', 'eimssions', 'with', 'and', 'without', 'flue', 'gas', 'sequestration', '.']",technology develop make sagd production bitumen emisisons free also use coal natural gas interested check linkedin profile see post entitle asphaltene stream produce low coal natural gas three zero flue gas sequestration show graph eimssions without flue gas sequestration
1,"['home', 'and', 'building', 'owners', 'heating', 'with', 'fossils', 'such', 'as', 'propane', 'and', 'oil', 'need', 'to', 'understand', 'the', 'opportunity', 'and', 'benefits', 'of', 'heating', 'with', 'modern', 'wood', 'heat', 'technologies', '.', 'states', 'like', 'vermont', ',', 'maine', 'and', 'new', 'hampshire', 'have', 'fully', 'developed', 'wood', 'heat', 'supply', 'chains', 'including', 'home', 'delivery', 'of', 'wood', 'pellets', '.', 'we', 'should', 'be', 'heating', 'our', 'homes', 'with', 'our', 'sustainable', 'forest', 'resources', '.', 'governments', 'can', 'stimulate', 'markets', 'by', 'being', 'early', 'adopters', 'of', 'these', 'technologies', 'in', 'publicly', 'owned', 'buildings', '.', 'maybe', 'the', 'forest', 'ministers', 'involved', 'with', 'ccfm', 'want', 'to', 'have', 'a', 'friendly', 'competition', 'to', 'see', 'what', 'province', 'or', 'territory', 'can', 'generate', 'the', 'greatest', 'uptake', 'of', 'modern', 'wood', 'heat', 'technologies', 'in', 'the', 'shortest', 'amount', 'of', 'time', '.']",home building owner heat fossil propane oil need understand opportunity benefit heat modern wood heat technology state like vermont maine new hampshire fully develop wood heat supply chain include home delivery wood pellet heat home sustainable forest resource government stimulate market early adopter technology publicly own building maybe forest minister involve ccfm want friendly competition see province territory generate great uptake modern wood heat technology short amount time
0,"['thanks', 'for', 'your', 'submission', '!', 'biomass', 'is', 'certainly', 'a', 'great', 'option', 'to', 'look', 'at', 'for', 'canada', ""'s"", 'energy', 'future', '.', 'if', 'you', 'are', 'interested', 'in', 'reading', 'about', 'a', 'a', 'success', 'story', ',', 'take', 'a', 'look', 'at', 'the', 'whitesand', 'first', 'nation', 'community', 'who', 'transitioned', 'from', 'diesel', 'power', 'to', 'using', 'wood', 'pellets', '.', 'if', 'you', 'would', 'like', 'to', 'read', 'more', 'about', 'how', 'they', 'transitioned', ',', 'take', 'a', 'look', 'here']",thanks submission biomass certainly great option look canada energy future interested read success story take look whitesand first nation community transition diesel power use wood pellet would like read transition take look
0,"['i', 'agree', ',', 'provincial', 'and', 'federal', 'governments', 'can', 'play', 'a', 'large', 'role', 'in', 'incentivising', 'the', 'development', 'of', 'the', 'market', '.', 'i', 'worked', 'for', 'the', 'district', 'of', 'wells', 'in', 'bc', 'for', 'one', 'summer', 'and', 'there', 'are', 'a', 'fair', 'amount', 'of', 'logistical', 'challenges', '.', 'however', ',', 'if', 'there', 'are', 'a', 'few', 'schools', 'that', 'want', 'to', 'hook', 'up', 'it', 'can', 'be', 'viable', '.', 'that', 'said', ',', 'even', 'the', 'chipper', 'for', 'a', 'biomass', 'boiler', 'costs', 'over', '$', '80,000', 'and', 'that', 'is', 'a', 'small', 'one', '.', 'a', 'blower', 'truck', 'costing', '$', '300,000', 'plus', 'is', 'also', 'needed', '.', 'a', 'renewable', 'heat', 'incentive', 'such', 'as', 'the', 'one', 'in', 'the', 'uk', 'would', 'be', 'the', 'best', 'way', 'forwards', '.', 'if', 'there', 'is', 'no', 'guaranteed', 'marketed', ',', 'the', 'investment', 'would', 'be', 'tough', 'to', 'justify', '.', 'furthermore', ',', 'many', 'remote', 'communities', 'are', 'on', 'the', 'natural', 'gas', 'grid', 'in', 'canada', '.', 'this', 'is', 'not', 'the', 'case', 'in', 'new', 'england', '.', 'right', 'now', ',', 'natural', 'gas', 'is', 'too', 'cheap', 'to', 'make', 'biomass', 'thermal', 'viable', 'in', 'many', 'situations', '.', 'however', ',', 'as', 'the', 'market', 'grows', 'the', 'costs', 'will', 'fall', 'significantly', '.', 'boiler', 'costs', 'here', 'are', 'nearly', 'double', 'than', 'those', 'in', 'europe', '.']",agree provincial federal government play large role incentivising development market work district well bc one summer fair amount logistical challenge however school want hook viable say even chipper biomass boiler cost small one blower truck cost plus also need renewable heat incentive one uk would best way forward guaranteed market investment would tough justify furthermore many remote community natural gas grid canada case new england right natural gas cheap make biomass thermal viable many situation however market grow cost fall significantly boiler cost nearly double europe
0,"['burning', 'wood', 'or', 'wood', 'pellets', 'is', 'very', 'polluting', '.', 'that', 'option', 'is', 'not', 'a', 'tradeoff', '.']",burn wood wood pellet polluting option tradeoff
0,"['i', 'believe', 'montreal', 'has', 'banned', 'fireplaces', 'that', 'burn', 'wood', 'and', 'have', 'legislated', 'home', 'owners', 'to', 'remove', 'them', '.', 'they', 'next', 'want', 'to', 'ban', 'wood', 'ovens', 'for', 'baking', '.']",believe montreal ban fireplace burn wood legislate home owner remove next want ban wood oven baking
1,"['i', 'am', 'extremely', 'concerned', 'about', 'how', 'our', 'country', 'and', 'provinces', 'are', 'tackling', 'this', 'challenge', '.', 'in', 'alberta', ',', 'the', 'government', 'has', 'wasted', '4', 'billion', 'dollars', 'to', 'shut', 'down', 'coal', 'plants', '10', 'years', 'sooner', 'when', 'anybody', 'who', 'truly', 'understands', 'climate', 'knows', 'that', 'canada', 'plays', 'a', 'symbolic', 'role', 'in', 'world', 'outcomes', 'due', 'to', 'the', 'extremely', 'small', 'percentage', 'of', 'world', 'emissions', 'we', 'have', '.', 'there', 'is', 'no', 'politician', 'standing', 'up', 'for', 'the', 'costs', 'impacting', 'consumers', '.', 'that', 'issue', 'is', 'truly', 'hitting', 'home', 'in', 'ontario', 'now', 'as', 'consumers', 'are', 'being', 'killed', 'by', 'the', 'bad', 'decisions', 'made', 'by', 'their', 'government', 'to', 'hand', 'out', 'long', 'term', 'power', 'deals', 'to', 'renewable', 'companies', 'with', 'no', 'consideration', 'to', 'the', 'impact', 'it', 'would', 'have', 'on', 'consumer', 'bills', '.', 'the', 'same', 'principles', 'apply', 'to', 'the', 'costs', 'impacting', 'our', 'businesses', 'trying', 'to', 'compete', 'on', 'a', 'global', 'scale', '.', 'we', 'will', 'not', 'attract', 'business', 'if', 'our', 'infrastructure', '/', 'energy', 'costs', 'are', 'too', 'high', '.', 'we', 'already', 'have', 'a', 'huge', 'advantage', 'on', 'a', 'world', 'scale', 'based', 'on', 'the', 'non-emitting', 'hydro', 'sources', 'we', 'currently', 'have', '.', 'we', 'need', 'to', 'look', 'for', 'ways', 'to', 'take', 'advantage', 'of', 'our', 'natural', 'resources', 'to', 'support', 'the', 'transformation', '.', 'natural', 'gas', 'is', 'an', 'excellent', 'example', 'where', 'it', 'can', 'be', 'used', 'as', 'a', 'transportation', 'fuel', 'and', 'through', 'the', 'use', 'of', 'chp', 'technology', 'can', 'help', 'meet', 'our', 'climate', 'goals', 'and', 'keep', 'costs', 'down', 'for', 'consumers', 'and', 'business', '.', 'it', 'can', 'also', 'be', 'an', 'excellent', 'back', 'up', 'for', 'renewables', 'when', 'the', 'sun', 'does', 'not', 'shine', '(', 'see', 'canadian', 'winter', ')', 'and', 'the', 'wind', 'does', 'not', 'blow', '.']",extremely concern country province tackle challenge alberta government waste billion dollar shut coal plant year sooner anybody truly understands climate know canada play symbolic role world outcome due extremely small percentage world emission politician stand cost impact consumer issue truly hitting home ontario consumer kill bad decision make government hand long term power deal renewable company consideration impact would consumer bill principle apply cost impact business try compete global scale attract business infrastructure energy cost high already huge advantage world scale base hydro source currently need look way take advantage natural resource support transformation natural gas excellent example use transportation fuel use chp technology help meet climate goal keep cost consumer business also excellent back renewables sun shine see canadian winter wind blow
